Index,Height(cm),Weight(kg),BMI
1,167.0896074,51.252535867225006,18.35762444995931
2,181.6486334,61.90959788190101,18.762629960079813
3,176.2727996,69.41183424475301,22.33895826656472
4,173.270164,64.562251420898,21.50458638455388
5,172.18103739999998,65.452063573127,22.07764283906248
6,174.4925136,55.92902784268801,18.36892212263532
7,177.29718160000002,64.180916315439,20.417485199648286
8,177.8373888,61.89825807265101,19.57186815324522
9,172.47273099999998,50.971217879351,17.135000841791086
10,169.6271944,54.733721229264,19.022343418077497
11,168.8787326,57.811073304292,20.270343598688346
12,171.7632582,51.774393888910005,17.549085263002503
13,173.4882992,56.976055110359,18.93006030840653
14,170.47606240000002,55.547738096466,19.11347126210462
15,173.4303618,52.655996019242,17.50642920788873
16,180.572664,63.501797819075,19.475203768539835
17,168.81094,58.741255177451,20.613039993061108
18,174.3691458,64.851597993721,21.32953569910398
19,180.9250382,62.551521803925006,19.109113239398788
20,170.5131972,56.265820177413005,19.352124907643407
21,172.29782659999998,64.083847548259,21.58683540732669
22,174.9521774,65.108285915904,21.271472669592494
23,161.242121,44.407559384426705,17.080473293951616
24,173.79154979999998,58.74143661439901,19.448551063298645
25,171.7752216,64.342123043737,21.805916859701885
26,170.7099456,58.841998042828,20.19155486312153
27,179.939569,64.602212908695,19.952349468454077
28,171.4356236,59.670166991974,20.302761372839772
29,168.99638539999998,49.138750063788,17.205578273408296
30,166.2200892,51.660632922514,18.697894309253257
31,176.58918200000002,46.856817568792,15.02604202437974
32,167.165528,54.772911610032,19.600735984098044
33,172.253402,57.056749192982,19.22965126101477
34,179.311427,61.789486622325,19.217578039208924
35,182.3842936,63.54897142555499,19.10441109241631
36,175.7835702,58.39942796741901,18.899574708041342
37,169.6813472,64.319125910578,22.339421706710606
38,171.8536822,54.989864840603,18.619369406569746
39,172.2298054,59.578359896286,20.08500396457582
40,162.675189,48.403522191255,18.29086840754895
41,174.1795602,56.408656414726,18.59308163946064
42,165.56626780000002,56.635135085067,20.66056636937308
43,176.9316756,63.353745269507,20.237698111608815
44,172.6369674,62.309802429952,20.90685837643169
45,167.5914352,48.284862427263,17.19124612386784
46,174.4281246,58.406322571443006,19.196711578219233
47,169.8774352,66.081014753369,22.898409231593536
48,171.95464719999998,52.98820707103,17.920552288227796
49,177.3457718,65.145616567955,20.71302462309969
50,175.48395180000003,61.204352465025,19.87501639996912
51,177.58356659999998,66.688012062903,21.146681451390645
52,171.02282279999997,57.301643713545005,19.59110531665851
53,178.4842506,56.91853959784301,17.867095071072843
54,175.52273760000003,52.484447384908,17.035852100240415
55,166.0742424,56.013758897404,20.30907567321801
56,178.2685538,67.082954939462,21.1087590226928
57,178.8316718,70.714460812919,22.11155885329301
